top_n,max_per_sector,exit_rank_buffer,dma_exit,regime_dma,min_price,min_avg_value_cr,exit_cutoff,cagr_pct,sharpe,sortino,max_dd_pct,calmar,win_rate,trades,composite
8,4,18,150,150,0,5,26,21.68,0.851,1.242,-23.86,0.909,46.2,984,0.7737
7,2,13,250,200,0,5,20,23.21,0.87,1.228,-26.1,0.889,44.0,685,0.7735
7,4,8,200,150,50,5,15,22.08,0.873,1.255,-24.94,0.885,49.5,814,0.7728
10,4,13,200,200,100,5,23,21.61,0.877,1.223,-24.55,0.88,44.0,1018,0.7725
8,2,8,250,150,100,10,16,22.77,0.932,1.365,-27.47,0.829,50.5,995,0.7724
12,3,18,250,200,0,5,30,23.04,0.886,1.224,-26.42,0.872,46.2,1214,0.7724
15,4,8,200,150,50,10,23,21.0,0.858,1.236,-23.35,0.899,49.5,2045,0.772
15,4,13,100,150,50,5,28,21.93,0.927,1.328,-26.36,0.832,50.5,3169,0.771
7,3,13,100,200,100,0,20,19.02,0.731,1.014,-18.05,1.054,45.1,1281,0.7707
12,3,13,150,150,0,10,25,22.49,0.9,1.322,-26.27,0.856,49.5,1695,0.7704
15,3,8,200,150,50,10,23,20.58,0.838,1.204,-22.41,0.919,47.3,2172,0.7696
10,3,23,250,150,0,5,33,21.9,0.877,1.27,-24.97,0.877,51.6,1178,0.7693
10,3,18,200,150,100,10,28,21.84,0.902,1.345,-25.61,0.853,48.4,1201,0.769
12,3,18,150,200,0,5,30,22.98,0.885,1.211,-26.45,0.869,46.2,1398,0.7689
12,2,23,100,200,0,5,35,22.68,0.877,1.187,-25.87,0.877,45.1,2483,0.7688
12,2,13,200,150,50,10,25,20.9,0.842,1.217,-22.92,0.912,46.2,1641,0.768
15,3,18,200,150,50,10,33,20.69,0.847,1.218,-22.81,0.907,47.3,1937,0.7679
15,4,23,200,200,100,5,38,20.59,0.856,1.17,-22.95,0.897,46.2,1544,0.7679
7,2,13,100,200,100,0,20,19.49,0.755,1.053,-19.17,1.016,42.9,1241,0.7673
7,4,13,150,150,50,5,20,22.1,0.878,1.267,-25.29,0.874,49.5,845,0.7671
12,3,23,250,150,0,10,35,22.27,0.902,1.321,-26.19,0.85,50.5,1436,0.7666
7,2,18,200,200,100,0,25,18.91,0.729,1.02,-18.0,1.051,39.6,708,0.7664
15,3,18,200,150,0,10,33,21.41,0.876,1.275,-24.47,0.875,48.4,1873,0.7661
15,3,8,250,150,50,10,23,20.96,0.851,1.225,-23.29,0.9,48.4,2188,0.7655
7,2,18,200,150,100,10,25,22.61,0.906,1.352,-26.78,0.845,48.4,843,0.7652
8,4,13,200,150,100,10,21,22.11,0.897,1.316,-25.92,0.853,48.4,923,0.7649
15,4,13,200,150,0,10,28,21.95,0.897,1.316,-25.76,0.852,49.5,1877,0.7643
12,3,13,200,200,0,5,25,22.41,0.863,1.17,-25.32,0.885,47.3,1258,0.764
15,3,13,150,150,100,5,28,20.29,0.871,1.255,-23.13,0.877,49.5,2199,0.764
10,4,8,200,150,50,5,18,22.83,0.921,1.319,-27.52,0.83,48.4,1211,0.7638
15,4,18,200,200,100,5,33,20.54,0.853,1.167,-22.95,0.895,46.2,1551,0.7638
10,2,13,200,200,50,5,23,23.26,0.903,1.229,-27.53,0.845,45.1,1031,0.7633
12,3,8,200,150,50,10,20,21.1,0.845,1.219,-23.36,0.903,49.5,1564,0.763
12,4,13,250,150,50,10,25,22.39,0.922,1.347,-27.04,0.828,49.5,1486,0.763
7,4,8,250,150,100,5,15,22.94,0.917,1.343,-27.56,0.832,47.3,890,0.7629
15,3,18,200,150,100,5,33,19.86,0.851,1.233,-22.15,0.897,48.4,1915,0.7629
15,4,8,150,200,100,5,23,20.87,0.865,1.179,-23.68,0.881,46.2,2012,0.7628
15,3,23,200,200,100,5,38,19.87,0.817,1.113,-21.29,0.933,45.1,1570,0.7622
7,3,13,100,150,50,5,20,21.72,0.855,1.238,-24.38,0.891,50.5,1254,0.7617
8,2,18,250,200,50,5,26,22.65,0.859,1.174,-25.56,0.886,46.2,811,0.7616
15,2,8,250,200,50,5,23,21.44,0.862,1.148,-24.27,0.883,46.2,2396,0.7612
12,4,8,250,150,50,10,20,22.07,0.9,1.298,-26.09,0.846,50.5,1535,0.7611
15,2,8,150,150,100,5,23,20.43,0.881,1.261,-23.65,0.864,51.6,3166,0.7608
7,3,8,250,150,100,5,15,22.94,0.913,1.339,-27.56,0.833,47.3,896,0.7605
7,2,8,200,150,50,5,15,22.52,0.893,1.282,-26.46,0.851,49.5,839,0.7604
12,4,18,150,150,50,10,30,22.17,0.907,1.328,-26.43,0.839,50.5,1641,0.7602
7,4,18,150,200,100,5,25,22.0,0.834,1.179,-24.13,0.912,45.1,810,0.76
7,4,23,150,200,100,5,30,22.0,0.834,1.179,-24.13,0.912,45.1,810,0.76
15,2,23,150,150,0,10,38,20.14,0.813,1.162,-21.55,0.934,49.5,2335,0.76
15,3,23,250,150,100,5,38,20.3,0.873,1.266,-23.33,0.87,48.4,1959,0.7597
15,3,23,100,150,50,5,38,21.64,0.913,1.294,-26.01,0.832,49.5,3076,0.7593
12,4,23,150,150,0,10,35,22.68,0.914,1.357,-27.31,0.83,51.6,1615,0.7592
15,4,13,150,200,100,5,28,20.65,0.857,1.166,-23.3,0.886,46.2,1891,0.7592
8,4,18,250,150,100,10,26,21.74,0.883,1.291,-25.3,0.859,51.6,939,0.759
7,4,18,100,150,50,5,25,21.36,0.837,1.214,-23.56,0.907,50.5,1257,0.7587
12,4,8,200,150,50,10,20,22.08,0.896,1.297,-26.07,0.847,50.5,1526,0.7586
8,2,23,100,200,50,5,31,22.6,0.852,1.168,-25.4,0.89,47.3,1483,0.758
8,4,23,250,150,100,10,31,21.72,0.883,1.29,-25.3,0.858,51.6,938,0.7577
15,4,8,250,150,0,10,23,20.69,0.833,1.215,-22.76,0.909,47.3,2044,0.7577
10,2,13,100,200,100,5,23,22.03,0.885,1.22,-25.73,0.856,45.1,1979,0.7574
8,2,18,200,200,100,5,26,22.21,0.872,1.225,-25.57,0.868,45.1,814,0.7568
7,2,13,200,150,50,5,20,22.31,0.892,1.284,-26.3,0.848,49.5,805,0.7566
12,2,23,150,200,50,5,35,21.78,0.86,1.16,-24.76,0.879,45.1,1451,0.7566
7,3,18,150,150,50,5,25,22.01,0.877,1.268,-25.55,0.862,49.5,840,0.7557
10,4,8,200,150,100,10,18,21.72,0.887,1.293,-25.49,0.852,47.3,1214,0.7557
12,3,13,200,150,0,10,25,22.4,0.899,1.323,-26.64,0.841,50.5,1483,0.7557
10,2,8,200,200,50,5,18,23.12,0.888,1.21,-27.18,0.851,44.0,1106,0.7556
7,4,18,200,200,100,0,25,19.28,0.754,1.061,-19.25,1.002,42.9,695,0.7555
7,2,13,250,200,100,0,20,19.15,0.739,1.041,-18.74,1.022,40.7,700,0.7551
7,3,8,200,150,50,5,15,21.99,0.871,1.254,-25.37,0.867,48.4,819,0.7548
8,2,13,150,150,100,10,21,21.96,0.887,1.304,-25.81,0.851,51.6,1043,0.7548
10,4,18,100,200,50,0,28,22.05,0.876,1.193,-25.59,0.861,45.1,1861,0.7547
7,4,8,200,150,0,5,15,21.59,0.843,1.223,-24.13,0.895,47.3,838,0.7544
7,4,23,250,200,100,0,30,19.14,0.746,1.043,-18.92,1.012,42.9,684,0.7544
8,4,13,200,200,100,5,21,22.25,0.871,1.225,-25.69,0.866,42.9,829,0.7544
12,3,18,150,150,50,10,30,21.54,0.87,1.268,-24.85,0.867,50.5,1640,0.7539
10,2,13,150,200,50,5,23,22.76,0.881,1.198,-26.6,0.855,45.1,1194,0.7535
10,3,23,200,150,0,5,33,21.82,0.864,1.252,-25.03,0.872,51.6,1170,0.7533
7,3,18,100,150,0,5,25,21.78,0.845,1.247,-24.46,0.891,48.4,1198,0.7529
15,4,8,250,150,50,10,23,20.89,0.852,1.23,-23.64,0.884,48.4,2025,0.7525
7,3,18,150,150,100,5,25,23.22,0.923,1.383,-28.51,0.814,48.4,897,0.7519
7,3,23,150,150,100,5,30,23.22,0.923,1.383,-28.51,0.814,48.4,897,0.7519
15,4,18,250,150,0,10,33,21.54,0.874,1.272,-25.05,0.86,48.4,1827,0.7517
8,4,18,200,200,100,5,26,22.21,0.871,1.23,-25.74,0.863,44.0,811,0.7514
10,2,8,150,200,0,5,18,22.45,0.86,1.166,-25.69,0.874,47.3,1298,0.7512
12,2,18,200,150,50,10,30,20.57,0.83,1.2,-22.74,0.905,49.5,1569,0.7509
8,2,8,150,150,0,5,16,21.89,0.878,1.27,-25.6,0.855,49.5,1087,0.7508
15,3,8,250,150,0,10,23,20.35,0.818,1.176,-22.18,0.917,49.5,2193,0.7504
12,3,23,200,150,50,10,35,21.23,0.858,1.248,-24.27,0.875,50.5,1449,0.7501
12,3,8,200,200,0,5,20,22.17,0.862,1.153,-25.49,0.87,47.3,1359,0.75
12,3,18,150,200,50,5,30,23.06,0.92,1.258,-28.31,0.815,45.1,1400,0.7497
8,3,18,150,200,0,5,26,22.27,0.832,1.166,-24.75,0.9,42.9,884,0.749
12,4,23,150,150,50,10,35,21.9,0.895,1.311,-26.17,0.837,50.5,1651,0.7487
10,3,13,200,150,0,5,23,21.71,0.87,1.248,-25.25,0.86,52.7,1207,0.7484
7,3,18,200,200,0,5,25,21.95,0.817,1.151,-23.97,0.916,45.1,683,0.7483
8,3,18,200,200,100,5,26,22.03,0.86,1.211,-25.3,0.871,41.8,813,0.7483
10,4,8,250,150,100,10,18,21.89,0.897,1.308,-26.26,0.834,48.4,1231,0.7481
12,3,18,250,200,100,5,30,21.56,0.886,1.224,-25.54,0.844,47.3,1155,0.7481
7,2,13,150,200,0,5,20,22.98,0.858,1.214,-26.35,0.872,45.1,749,0.748
7,2,18,150,200,0,5,25,22.37,0.834,1.18,-24.98,0.895,45.1,734,0.747
15,3,23,200,150,50,10,38,20.42,0.831,1.197,-22.74,0.898,47.3,1937,0.7468
8,2,13,250,150,100,10,21,21.3,0.863,1.27,-24.65,0.864,51.6,968,0.7453
12,3,18,200,200,0,5,30,22.55,0.866,1.198,-26.21,0.86,47.3,1228,0.7449
10,2,23,200,150,100,10,33,21.16,0.866,1.268,-24.62,0.86,51.6,1239,0.7447
15,4,23,250,150,0,10,38,21.58,0.876,1.273,-25.4,0.85,49.5,1816,0.7446
8,3,23,200,200,100,5,31,22.25,0.87,1.228,-26.01,0.855,41.8,810,0.7444
15,4,8,250,200,100,5,23,20.93,0.868,1.187,-24.41,0.857,45.1,1589,0.7444
8,4,18,200,150,100,10,26,21.93,0.889,1.306,-26.22,0.836,48.4,929,0.7437
8,2,8,150,200,100,5,16,22.64,0.88,1.234,-26.81,0.844,42.9,987,0.7434
7,2,13,200,150,100,10,20,22.28,0.889,1.322,-26.63,0.836,48.4,843,0.7433
8,2,23,200,200,50,5,31,22.39,0.853,1.166,-25.72,0.871,46.2,829,0.7429
15,2,13,150,150,100,5,28,20.36,0.878,1.254,-24.09,0.845,50.5,2525,0.7419
8,2,23,150,150,100,10,31,22.1,0.894,1.318,-26.65,0.829,49.5,1025,0.7418
7,3,8,250,150,50,5,15,21.37,0.846,1.214,-24.4,0.876,49.5,829,0.7409
8,3,23,150,150,0,5,31,21.4,0.842,1.226,-24.35,0.879,45.1,985,0.7406
15,2,18,200,150,0,10,33,20.03,0.806,1.15,-21.79,0.919,47.3,2085,0.7406
8,3,18,200,150,0,5,26,21.68,0.857,1.243,-25.1,0.864,49.5,938,0.7405
8,2,13,200,200,100,5,21,22.56,0.885,1.241,-26.97,0.836,45.1,837,0.7401
8,3,23,200,150,50,5,31,22.37,0.909,1.312,-27.48,0.814,50.5,935,0.7401
8,3,13,200,150,100,10,21,21.17,0.856,1.257,-24.52,0.863,50.5,936,0.7391
7,2,8,200,200,100,5,15,22.21,0.835,1.175,-25.1,0.885,40.7,796,0.7387
10,2,18,150,150,0,10,28,21.84,0.859,1.256,-25.39,0.86,50.5,1348,0.7387
10,4,13,200,150,100,10,23,21.8,0.897,1.323,-26.49,0.823,47.3,1195,0.7383
8,2,18,200,200,50,5,26,22.5,0.858,1.174,-26.15,0.86,46.2,831,0.7381
8,2,23,200,200,100,5,31,22.11,0.868,1.221,-26.0,0.85,45.1,810,0.738
15,2,8,250,200,0,5,23,21.15,0.824,1.109,-23.68,0.893,47.3,2515,0.7363
7,4,13,150,200,100,0,20,19.08,0.735,1.023,-19.07,1.001,41.8,768,0.736
7,3,13,150,200,100,0,20,19.07,0.736,1.027,-19.09,0.999,40.7,762,0.7359
10,2,13,200,200,0,5,23,22.02,0.844,1.145,-25.27,0.871,47.3,1065,0.7356
7,2,18,200,200,0,5,25,22.49,0.841,1.193,-25.73,0.874,45.1,673,0.7352
15,2,8,100,150,50,5,23,21.47,0.9,1.286,-26.3,0.816,51.6,4351,0.7351
10,3,13,200,200,100,5,23,21.74,0.884,1.241,-26.16,0.831,44.0,1024,0.7347
12,2,13,250,200,100,5,25,21.29,0.865,1.186,-25.06,0.85,46.2,1275,0.7347
8,2,18,150,150,100,10,26,22.07,0.893,1.318,-26.84,0.822,49.5,1027,0.7346
7,2,23,200,150,100,10,30,22.4,0.895,1.334,-27.32,0.82,48.4,840,0.7339
8,4,23,200,150,0,5,31,21.19,0.833,1.202,-24.06,0.881,49.5,919,0.7339
12,2,18,150,200,50,5,30,21.7,0.855,1.154,-25.29,0.858,46.2,1455,0.7339
7,2,13,150,150,50,5,20,22.29,0.889,1.279,-27.01,0.825,48.4,856,0.7338
8,3,23,200,150,0,5,31,21.59,0.853,1.234,-25.12,0.859,48.4,936,0.7326
8,4,8,100,200,100,0,16,20.93,0.823,1.142,-23.51,0.89,46.2,1561,0.7325
8,4,23,200,200,100,5,31,22.11,0.866,1.223,-26.15,0.845,44.0,812,0.7323
10,3,13,150,150,0,5,23,21.76,0.87,1.25,-25.84,0.842,51.6,1289,0.7322
7,3,18,250,200,0,5,25,22.12,0.824,1.159,-24.92,0.888,44.0,680,0.7315
15,3,13,100,150,50,5,28,21.66,0.908,1.289,-26.87,0.806,50.5,3183,0.7314
7,3,13,150,150,50,5,20,21.95,0.873,1.262,-26.28,0.835,49.5,840,0.7292
7,4,23,100,150,0,5,30,21.29,0.827,1.204,-24.16,0.881,48.4,1198,0.7292
10,3,13,200,150,100,10,23,21.54,0.885,1.314,-26.14,0.824,46.2,1220,0.7289
8,3,13,250,150,100,10,21,20.74,0.84,1.233,-23.92,0.867,50.5,970,0.7281
7,3,23,150,200,100,0,30,18.84,0.727,1.009,-18.84,1.0,40.7,757,0.7274
8,2,8,150,150,50,10,16,21.49,0.83,1.205,-24.51,0.876,50.5,1137,0.7272
10,4,13,250,150,100,10,23,21.55,0.885,1.301,-26.23,0.821,48.4,1208,0.7271
8,4,18,200,150,0,5,26,21.4,0.841,1.217,-24.76,0.864,49.5,929,0.7267
12,3,8,250,150,0,10,20,21.5,0.864,1.248,-25.56,0.841,49.5,1589,0.7267
7,3,18,250,200,100,0,25,19.4,0.761,1.072,-20.32,0.955,41.8,687,0.7264
10,4,13,250,200,100,5,23,21.45,0.87,1.204,-25.68,0.835,44.0,980,0.7264
8,3,23,200,150,100,10,31,21.19,0.857,1.255,-25.01,0.847,50.5,939,0.7262
10,2,18,200,150,100,10,28,20.99,0.858,1.256,-24.81,0.846,51.6,1238,0.7257
8,3,23,150,150,50,5,31,22.41,0.909,1.32,-28.15,0.796,50.5,1000,0.7241
10,2,8,200,150,50,10,18,20.47,0.809,1.144,-22.85,0.896,47.3,1366,0.7241
7,2,13,100,150,100,10,20,23.09,0.916,1.377,-29.22,0.79,49.5,1308,0.7237
8,4,23,150,150,0,5,31,21.09,0.824,1.197,-24.02,0.878,46.2,972,0.7237
15,4,13,100,150,100,5,28,20.74,0.893,1.289,-25.61,0.81,50.5,3247,0.723
12,2,18,200,200,100,5,30,21.17,0.862,1.183,-25.25,0.838,42.9,1257,0.7227
7,4,18,200,200,0,5,25,21.81,0.807,1.133,-24.39,0.894,44.0,679,0.7222
8,2,13,200,200,50,5,21,22.39,0.85,1.166,-26.38,0.849,44.0,847,0.7211
15,4,23,150,200,100,5,38,20.3,0.838,1.138,-23.61,0.86,46.2,1870,0.721
15,2,18,250,150,100,5,33,19.79,0.845,1.208,-23.21,0.853,48.4,2132,0.7208
7,3,13,100,150,100,10,20,22.86,0.914,1.381,-29.0,0.788,49.5,1262,0.7207
8,4,18,250,150,0,5,26,21.4,0.843,1.215,-25.06,0.854,49.5,923,0.72
15,2,8,200,200,50,5,23,20.88,0.833,1.116,-24.14,0.865,46.2,2416,0.72
12,2,8,250,200,100,5,20,20.92,0.85,1.165,-24.71,0.847,45.1,1535,0.7196
12,4,13,150,150,50,10,25,21.82,0.889,1.296,-26.95,0.81,50.5,1712,0.7196
15,2,23,250,150,0,10,38,19.3,0.77,1.091,-20.67,0.934,47.3,2025,0.7188
12,2,18,250,150,50,10,30,20.45,0.827,1.189,-23.55,0.868,49.5,1548,0.7181
8,2,8,200,200,100,5,16,22.76,0.883,1.242,-28.02,0.813,41.8,890,0.7178
10,2,18,150,200,50,5,28,22.06,0.852,1.159,-26.19,0.842,44.0,1149,0.7178
7,3,13,250,150,100,10,20,21.88,0.871,1.288,-26.56,0.824,50.5,847,0.7176
12,3,8,150,150,0,10,20,21.64,0.866,1.254,-26.1,0.829,48.4,1844,0.7176
7,2,18,100,150,100,10,25,22.96,0.91,1.369,-29.12,0.789,49.5,1303,0.7174
10,2,18,100,200,100,5,28,21.72,0.878,1.206,-26.61,0.816,45.1,2004,0.7169
10,3,23,250,150,100,10,33,21.46,0.886,1.312,-26.53,0.809,49.5,1218,0.7168
15,3,13,250,150,100,5,28,19.9,0.847,1.225,-23.53,0.846,49.5,1986,0.7167
10,4,8,150,150,100,10,18,22.24,0.911,1.326,-28.26,0.787,49.5,1377,0.7165
7,3,8,200,150,100,5,15,22.93,0.903,1.331,-28.89,0.794,46.2,897,0.7163
10,4,18,250,150,0,5,28,20.98,0.828,1.21,-24.26,0.865,50.5,1155,0.7161
8,3,18,200,150,100,10,26,21.07,0.849,1.246,-25.01,0.843,50.5,940,0.7157
10,2,13,150,150,0,10,23,20.89,0.813,1.184,-23.73,0.881,51.6,1418,0.7156
7,2,13,200,200,0,5,20,22.93,0.856,1.21,-27.43,0.836,44.0,690,0.7151
8,2,23,250,200,0,5,31,20.93,0.776,1.072,-22.72,0.921,44.0,801,0.715
10,3,13,150,150,50,10,23,22.2,0.882,1.29,-27.39,0.811,50.5,1339,0.715
7,2,8,150,150,50,5,15,22.36,0.888,1.275,-27.77,0.805,48.4,883,0.7148
8,2,8,200,150,0,5,16,21.61,0.864,1.245,-26.11,0.827,49.5,1033,0.7147
15,3,18,200,200,100,5,33,19.34,0.786,1.076,-21.29,0.909,45.1,1575,0.7146
8,2,23,200,150,100,10,31,20.89,0.846,1.25,-24.74,0.845,49.5,940,0.7144
8,4,23,250,150,0,5,31,21.19,0.833,1.198,-24.72,0.857,49.5,924,0.7142
10,4,13,250,150,0,5,23,21.06,0.838,1.205,-24.72,0.852,49.5,1178,0.7142
8,2,18,150,200,0,5,26,21.45,0.807,1.13,-24.24,0.885,46.2,912,0.7139
15,2,13,200,150,0,10,28,19.82,0.796,1.144,-22.12,0.896,49.5,2371,0.7138
12,4,13,250,200,50,5,25,22.05,0.862,1.179,-26.65,0.827,46.2,1191,0.7132
7,3,13,250,150,50,5,20,21.21,0.838,1.211,-24.94,0.851,50.5,797,0.7131
10,4,13,150,150,0,5,23,21.4,0.849,1.229,-25.48,0.84,48.4,1281,0.7131
12,3,23,150,150,50,10,35,21.14,0.848,1.236,-25.17,0.84,50.5,1651,0.7126
7,4,8,250,150,50,5,15,21.32,0.842,1.211,-25.22,0.846,50.5,825,0.7121
7,4,13,100,150,50,5,20,20.91,0.815,1.18,-23.93,0.874,50.5,1267,0.712
7,4,23,100,150,50,5,30,20.99,0.821,1.191,-24.21,0.867,50.5,1259,0.7119
7,2,8,250,150,0,5,15,21.65,0.844,1.244,-25.66,0.844,47.3,886,0.7118
15,2,23,200,150,0,10,38,19.78,0.793,1.128,-22.06,0.897,47.3,2036,0.7117
8,3,13,150,150,0,5,21,21.58,0.849,1.231,-25.74,0.839,46.2,1021,0.7116
15,3,23,150,150,0,10,38,20.93,0.854,1.246,-25.12,0.833,49.5,2066,0.7115
7,3,18,100,150,100,10,25,22.6,0.901,1.359,-28.62,0.79,49.5,1269,0.7112
12,2,13,150,150,50,10,25,20.84,0.832,1.203,-24.38,0.855,47.3,1818,0.7112
8,3,18,150,150,50,5,26,22.18,0.89,1.288,-27.79,0.798,50.5,1018,0.7107
15,4,13,150,150,0,10,28,21.39,0.865,1.269,-26.07,0.82,49.5,2201,0.7101
7,4,23,250,200,0,5,30,21.83,0.808,1.131,-24.83,0.879,45.1,667,0.7099
7,3,13,100,150,100,5,20,22.22,0.871,1.289,-27.26,0.815,48.4,1283,0.7097
8,2,8,250,150,0,5,16,21.31,0.849,1.221,-25.5,0.836,49.5,1035,0.7097
10,4,13,200,150,0,5,23,21.04,0.835,1.2,-24.76,0.85,50.5,1185,0.7097
7,3,23,200,150,100,10,30,22.8,0.907,1.351,-29.16,0.782,48.4,833,0.7094
15,2,13,150,200,50,5,28,21.0,0.839,1.123,-24.83,0.846,46.2,2259,0.7093
7,4,18,150,150,100,5,25,22.62,0.894,1.334,-28.51,0.794,48.4,899,0.7092
7,4,23,150,150,100,5,30,22.62,0.894,1.334,-28.51,0.794,48.4,899,0.7092
15,3,18,150,150,100,5,33,19.71,0.838,1.208,-23.3,0.846,49.5,2141,0.709
12,4,13,200,150,100,10,25,20.59,0.849,1.258,-24.69,0.834,48.4,1515,0.7084
10,4,23,250,150,0,5,33,20.97,0.824,1.204,-24.4,0.859,50.5,1149,0.7081
15,3,13,150,150,0,10,28,21.28,0.866,1.266,-26.03,0.818,48.4,2222,0.7081
10,2,8,250,200,0,5,18,21.92,0.838,1.128,-25.93,0.845,46.2,1151,0.708
15,4,13,250,150,0,10,28,21.51,0.873,1.272,-26.54,0.811,48.4,1878,0.708
15,3,23,150,150,100,5,38,19.68,0.838,1.205,-23.3,0.845,49.5,2152,0.7078
8,2,13,250,200,50,5,21,22.3,0.845,1.153,-26.64,0.837,45.1,838,0.7075
12,4,23,200,200,50,5,35,21.4,0.838,1.148,-25.36,0.844,46.2,1184,0.7071
7,2,8,250,150,50,5,15,21.74,0.865,1.239,-26.59,0.818,50.5,842,0.707
7,3,23,100,150,50,5,30,21.21,0.834,1.208,-25.02,0.848,50.5,1250,0.7066
7,2,23,100,200,100,5,30,21.73,0.813,1.149,-25.04,0.868,45.1,1307,0.7058
7,2,23,100,200,100,0,30,18.47,0.705,0.98,-18.46,1.0,42.9,1241,0.7057
7,2,13,250,150,50,5,20,21.76,0.868,1.253,-26.79,0.812,49.5,806,0.7047
8,2,23,150,200,0,5,31,21.19,0.796,1.119,-23.94,0.885,45.1,899,0.7047
7,2,18,100,200,100,5,25,21.73,0.811,1.145,-25.04,0.868,46.2,1312,0.7041
10,2,8,150,200,50,5,18,22.61,0.864,1.174,-27.74,0.815,42.9,1280,0.704
10,3,18,150,150,50,10,28,21.99,0.879,1.291,-27.44,0.801,50.5,1300,0.704
15,2,8,150,200,0,5,23,20.86,0.814,1.09,-24.13,0.865,46.2,2932,0.704
7,4,23,150,200,100,0,30,18.59,0.713,0.987,-18.84,0.987,40.7,758,0.7039
12,4,18,200,200,0,5,30,21.77,0.831,1.149,-25.71,0.847,47.3,1231,0.7037
12,2,13,150,200,50,5,25,21.25,0.832,1.124,-25.13,0.846,46.2,1501,0.7033
7,3,13,200,150,50,5,20,21.32,0.841,1.215,-25.5,0.836,49.5,786,0.7032
10,3,13,250,200,100,5,23,21.65,0.881,1.23,-27.12,0.798,44.0,994,0.7031
15,3,18,250,150,50,10,33,20.23,0.817,1.177,-23.51,0.861,47.3,1936,0.703
7,3,13,200,150,100,10,20,22.64,0.901,1.342,-29.02,0.78,48.4,837,0.7029
15,3,18,250,150,100,5,33,19.64,0.835,1.209,-23.33,0.842,48.4,1960,0.7028
8,2,23,200,200,0,5,31,21.02,0.785,1.1,-23.49,0.895,44.0,811,0.7027
8,3,13,250,150,50,5,21,22.18,0.891,1.284,-28.11,0.789,50.5,971,0.7027
10,3,23,150,150,50,10,33,21.94,0.875,1.286,-27.33,0.803,50.5,1297,0.7026
7,2,8,200,150,0,5,15,21.62,0.84,1.241,-25.86,0.836,47.3,883,0.7023
15,2,8,150,200,50,5,23,20.64,0.823,1.102,-24.23,0.852,46.2,2809,0.7011
8,3,13,200,200,100,5,21,22.17,0.863,1.215,-27.31,0.812,41.8,830,0.7009
15,4,18,150,200,100,5,33,20.05,0.825,1.119,-23.61,0.849,46.2,1868,0.7007
7,2,23,100,150,100,10,30,22.89,0.905,1.359,-29.57,0.774,49.5,1305,0.7006
7,3,18,250,150,100,10,25,21.88,0.871,1.289,-27.2,0.804,50.5,843,0.7006
15,3,13,200,200,50,5,28,21.29,0.85,1.139,-25.84,0.824,46.2,1570,0.7003
12,2,13,150,200,0,5,25,21.53,0.832,1.136,-25.6,0.841,45.1,1559,0.7
10,3,8,200,150,50,10,18,21.95,0.874,1.269,-27.42,0.801,50.5,1237,0.6998
7,2,23,200,200,0,5,30,22.43,0.839,1.188,-26.91,0.834,45.1,668,0.6997
15,2,18,250,150,0,10,33,19.64,0.786,1.119,-22.07,0.89,47.3,2067,0.6993
15,3,8,250,200,50,5,23,21.63,0.864,1.156,-26.71,0.81,46.2,1693,0.6993
7,3,23,250,150,100,10,30,21.86,0.87,1.287,-27.2,0.803,50.5,839,0.6991
8,3,13,200,150,50,5,21,22.28,0.891,1.288,-28.39,0.785,49.5,963,0.699
10,2,8,150,150,50,10,18,20.37,0.801,1.141,-23.35,0.872,49.5,1550,0.6985
8,4,13,150,150,50,5,21,22.11,0.877,1.269,-27.77,0.796,50.5,1038,0.6982
7,3,23,100,150,100,10,30,22.44,0.893,1.346,-28.71,0.782,49.5,1275,0.6977
10,3,8,250,150,100,10,18,21.07,0.858,1.264,-25.92,0.813,48.4,1276,0.6977
12,3,23,250,150,50,10,35,20.81,0.842,1.221,-25.13,0.828,49.5,1466,0.6975
12,4,23,200,150,50,10,35,21.49,0.877,1.286,-27.04,0.795,50.5,1454,0.6975
10,3,13,250,150,100,10,23,21.34,0.878,1.298,-26.88,0.794,47.3,1242,0.6974
7,3,23,100,150,0,5,30,21.27,0.816,1.204,-24.89,0.855,48.4,1192,0.6973
7,2,23,150,200,0,5,30,22.17,0.826,1.17,-26.27,0.844,45.1,732,0.6972
15,4,13,200,200,50,5,28,20.83,0.835,1.121,-24.97,0.834,46.2,1501,0.6971
15,3,8,250,200,100,5,23,19.77,0.809,1.102,-22.96,0.861,46.2,1683,0.6967
10,4,18,150,150,100,10,28,21.7,0.889,1.301,-27.69,0.784,49.5,1331,0.6965
10,4,23,150,150,100,10,33,21.7,0.889,1.301,-27.69,0.784,49.5,1331,0.6965
12,4,18,150,150,0,10,30,22.03,0.882,1.307,-27.9,0.789,51.6,1642,0.6963
10,4,13,150,150,100,10,23,21.89,0.898,1.312,-28.22,0.776,48.4,1340,0.6962
7,4,8,150,150,100,10,15,22.19,0.877,1.306,-27.97,0.793,49.5,925,0.6959
8,4,23,200,150,50,5,31,21.73,0.869,1.245,-27.14,0.801,50.5,933,0.6957
8,3,23,250,150,100,10,31,20.58,0.83,1.216,-24.56,0.838,50.5,962,0.6956
12,2,23,200,200,100,5,35,20.8,0.844,1.162,-25.25,0.824,42.9,1260,0.6954
10,4,23,200,150,100,10,33,21.41,0.879,1.294,-27.07,0.791,49.5,1192,0.6952
7,4,8,200,150,100,5,15,22.6,0.888,1.307,-28.89,0.782,46.2,892,0.6949
