top_n,max_per_sector,exit_rank_buffer,dma_exit,regime_dma,min_price,min_avg_value_cr,exit_cutoff,cagr_pct,sharpe,sortino,max_dd_pct,calmar,win_rate,trades,composite
7,3,18,200,150,100,10,25,22.63,0.899,1.339,-29.31,0.772,48.4,833,0.6939
10,3,18,150,150,100,10,28,21.5,0.883,1.304,-27.37,0.785,48.4,1339,0.6936
10,3,23,150,150,100,10,33,21.5,0.883,1.304,-27.37,0.785,48.4,1339,0.6936
10,4,8,200,200,100,5,18,21.15,0.846,1.17,-25.84,0.818,45.1,1083,0.6926
12,4,13,100,200,100,5,25,21.12,0.86,1.186,-26.24,0.805,45.1,2406,0.6925
12,4,13,200,150,50,10,25,21.32,0.866,1.258,-26.68,0.799,50.5,1482,0.6918
10,4,18,150,150,0,5,28,21.03,0.823,1.207,-25.03,0.84,50.5,1241,0.6912
12,3,8,200,200,50,5,20,22.59,0.885,1.201,-28.93,0.781,45.1,1280,0.691
10,3,8,150,150,100,10,18,21.49,0.88,1.291,-27.39,0.784,49.5,1413,0.6904
12,3,13,200,200,50,5,25,22.54,0.888,1.214,-29.02,0.777,45.1,1232,0.6893
12,4,18,250,150,50,10,30,21.33,0.875,1.277,-27.09,0.787,50.5,1466,0.6888
8,3,23,250,150,50,5,31,21.91,0.884,1.275,-28.14,0.779,50.5,945,0.6884
8,3,13,200,150,0,5,21,21.56,0.85,1.222,-26.63,0.809,48.4,961,0.6878
12,4,23,250,200,0,5,35,21.52,0.82,1.133,-25.67,0.838,46.2,1193,0.6878
10,3,13,250,150,50,10,23,22.15,0.889,1.3,-28.64,0.773,50.5,1201,0.6872
7,4,18,250,200,100,0,25,19.02,0.74,1.039,-20.49,0.928,41.8,689,0.6869
15,2,18,150,150,100,5,33,19.57,0.832,1.183,-23.7,0.826,51.6,2342,0.6867
7,2,23,150,200,100,0,30,18.61,0.708,0.977,-19.21,0.969,40.7,774,0.6864
8,3,23,250,150,0,5,31,21.13,0.832,1.196,-25.59,0.825,48.4,941,0.6863
7,3,8,150,150,100,5,15,22.49,0.886,1.307,-29.03,0.775,47.3,945,0.6862
10,4,23,150,150,0,5,33,20.96,0.82,1.199,-25.03,0.837,50.5,1236,0.6862
15,2,18,150,150,0,10,33,19.64,0.782,1.11,-22.39,0.877,48.4,2416,0.6861
7,2,18,150,200,100,0,25,18.64,0.709,0.981,-19.26,0.968,39.6,772,0.686
8,2,18,200,150,100,10,26,20.66,0.833,1.232,-25.09,0.823,49.5,949,0.6859
7,3,8,100,150,100,10,15,22.45,0.892,1.337,-29.19,0.769,50.5,1319,0.6858
12,3,8,250,150,50,10,20,20.72,0.83,1.191,-25.09,0.826,50.5,1590,0.6858
10,4,18,200,150,100,10,28,21.35,0.875,1.287,-27.24,0.784,49.5,1189,0.6856
15,4,23,100,150,100,5,38,20.43,0.874,1.261,-26.04,0.784,50.5,3166,0.6854
10,3,18,200,200,100,5,28,21.58,0.875,1.232,-27.63,0.781,44.0,1031,0.6839
10,4,18,200,150,0,5,28,20.67,0.805,1.165,-24.33,0.849,50.5,1166,0.6838
12,4,18,250,200,0,5,30,21.94,0.839,1.162,-26.97,0.814,46.2,1201,0.6828
7,3,23,200,200,0,5,30,21.23,0.782,1.096,-24.35,0.872,44.0,674,0.6822
12,3,8,250,200,50,5,20,22.71,0.895,1.207,-29.8,0.762,45.1,1267,0.682
12,4,8,250,200,50,5,20,21.87,0.852,1.153,-27.34,0.8,47.3,1252,0.6819
10,3,23,200,200,50,5,33,22.46,0.858,1.179,-28.26,0.794,48.4,978,0.6816
15,3,8,100,150,100,5,23,19.98,0.852,1.231,-24.97,0.8,49.5,3498,0.6816
12,3,8,100,200,100,5,20,20.94,0.847,1.167,-26.04,0.804,45.1,2552,0.6815
7,4,13,200,150,100,10,20,22.15,0.877,1.31,-28.55,0.776,49.5,833,0.6808
7,3,23,250,200,0,5,30,21.35,0.788,1.106,-24.72,0.864,44.0,671,0.6807
10,3,18,250,150,100,10,28,21.14,0.871,1.289,-27.05,0.782,48.4,1218,0.6807
10,3,18,250,200,100,5,28,21.55,0.873,1.221,-27.65,0.779,44.0,990,0.6803
7,2,18,250,150,50,10,25,20.49,0.8,1.166,-24.14,0.849,51.6,820,0.679
7,4,13,250,200,0,5,20,22.05,0.816,1.141,-26.51,0.832,44.0,677,0.6787
8,2,23,100,200,0,5,31,21.64,0.807,1.126,-25.74,0.841,45.1,1484,0.6786
15,3,8,200,200,50,5,23,20.83,0.829,1.111,-25.43,0.819,45.1,1717,0.6786
15,3,8,150,150,50,10,23,20.01,0.805,1.15,-23.77,0.842,47.3,2451,0.678
15,4,8,200,150,0,10,23,20.1,0.803,1.17,-23.8,0.844,48.4,2046,0.6779
12,2,8,100,200,0,5,20,21.62,0.843,1.132,-26.91,0.803,47.3,2847,0.677
7,2,8,150,200,100,5,15,21.6,0.809,1.139,-25.81,0.837,42.9,870,0.6769
10,3,13,150,200,100,5,23,21.57,0.873,1.217,-27.84,0.775,44.0,1149,0.6765
7,4,13,150,150,100,10,20,22.09,0.872,1.297,-28.5,0.775,48.4,920,0.6761
12,3,8,200,150,0,10,20,21.05,0.837,1.212,-26.08,0.807,48.4,1596,0.6758
15,3,18,200,200,50,5,33,20.49,0.816,1.095,-24.74,0.828,45.1,1523,0.6758
10,3,23,200,200,100,5,33,21.4,0.866,1.213,-27.43,0.78,44.0,1017,0.6757
12,4,8,150,200,0,5,20,21.5,0.828,1.112,-26.34,0.816,47.3,1589,0.6756
8,4,18,150,150,50,5,26,21.79,0.866,1.255,-27.93,0.78,51.6,1009,0.6754
10,3,8,150,150,50,10,18,21.36,0.843,1.225,-26.65,0.801,50.5,1408,0.6752
10,2,8,200,200,0,5,18,22.14,0.846,1.144,-27.75,0.798,46.2,1165,0.675
8,3,18,250,150,50,5,26,21.79,0.878,1.265,-28.34,0.769,51.6,953,0.6749
7,3,8,100,150,50,5,15,21.39,0.836,1.208,-26.52,0.807,49.5,1294,0.6745
12,2,13,200,150,0,10,25,20.16,0.789,1.146,-23.59,0.855,48.4,1632,0.6745
7,2,18,100,200,100,0,25,18.4,0.701,0.974,-19.14,0.961,44.0,1233,0.6744
8,2,13,150,200,100,5,21,21.67,0.848,1.188,-27.24,0.796,44.0,939,0.6744
7,4,23,200,150,100,10,30,22.07,0.873,1.302,-28.57,0.772,49.5,829,0.6743
15,3,13,200,200,100,5,28,19.04,0.77,1.051,-21.74,0.876,45.1,1636,0.6741
7,4,8,200,150,100,10,15,22.2,0.881,1.311,-29.01,0.765,46.2,858,0.6739
12,3,13,100,200,100,5,25,21.0,0.852,1.172,-26.54,0.791,45.1,2455,0.6736
12,4,18,150,200,0,5,30,21.41,0.818,1.109,-26.0,0.824,47.3,1468,0.6736
12,4,8,100,200,100,5,20,20.97,0.849,1.165,-26.43,0.793,45.1,2541,0.6734
7,2,18,100,200,0,5,25,22.86,0.844,1.186,-28.66,0.798,47.3,1225,0.6729
7,2,13,100,200,0,5,20,22.58,0.831,1.166,-27.88,0.81,46.2,1271,0.6729
12,3,23,200,200,50,5,35,22.25,0.883,1.213,-29.2,0.762,45.1,1182,0.6729
8,2,13,250,200,0,5,21,21.39,0.8,1.107,-25.44,0.841,42.9,836,0.6728
8,2,18,100,200,0,5,26,21.51,0.802,1.116,-25.63,0.839,45.1,1492,0.6728
7,2,13,150,200,100,0,20,18.54,0.703,0.977,-19.38,0.957,40.7,783,0.6725
15,3,8,200,150,0,10,23,19.54,0.775,1.117,-22.53,0.867,48.4,2144,0.6722
15,3,23,150,150,50,10,38,19.9,0.804,1.15,-23.81,0.836,48.4,2169,0.672
15,4,18,150,150,0,10,33,20.72,0.832,1.213,-25.65,0.808,49.5,2112,0.672
7,2,8,100,150,0,5,15,21.76,0.837,1.231,-27.12,0.802,45.1,1320,0.6716
8,3,8,100,150,100,10,16,21.91,0.875,1.281,-28.56,0.767,51.6,1516,0.6709
8,3,18,250,200,0,5,26,22.09,0.824,1.141,-27.12,0.814,42.9,799,0.6709
8,2,18,100,200,50,5,26,22.11,0.828,1.132,-27.28,0.81,46.2,1483,0.6708
10,3,8,200,200,100,5,18,21.32,0.854,1.185,-27.16,0.785,42.9,1092,0.6708
15,2,13,250,150,0,10,28,19.58,0.786,1.127,-22.95,0.853,50.5,2369,0.6708
15,4,18,100,150,100,5,33,20.35,0.87,1.253,-26.4,0.771,50.5,3175,0.6708
15,3,18,250,150,0,10,33,20.69,0.844,1.222,-26.05,0.794,47.3,1865,0.6707
12,4,13,150,200,0,5,25,21.23,0.812,1.095,-25.7,0.826,46.2,1493,0.6706
12,2,13,250,150,50,10,25,20.3,0.816,1.175,-24.72,0.821,47.3,1634,0.6705
15,2,13,200,200,100,5,28,19.26,0.786,1.07,-22.57,0.853,44.0,1976,0.6705
12,4,13,250,200,0,5,25,21.56,0.822,1.117,-26.44,0.816,46.2,1247,0.6703
15,3,23,200,200,50,5,38,20.41,0.813,1.092,-24.76,0.824,45.1,1504,0.6703
15,2,13,150,150,0,10,28,19.95,0.798,1.146,-23.76,0.839,49.5,2699,0.6701
15,3,23,250,150,0,10,38,20.8,0.845,1.22,-26.22,0.793,47.3,1846,0.6699
10,3,8,100,150,50,5,18,22.85,0.915,1.317,-31.21,0.732,49.5,1909,0.6697
7,2,8,100,150,100,10,15,22.84,0.903,1.352,-30.84,0.741,49.5,1365,0.6692
8,2,8,250,150,50,10,16,21.42,0.834,1.209,-26.72,0.802,50.5,1027,0.6689
8,2,18,200,200,0,5,26,20.88,0.775,1.073,-24.2,0.863,44.0,815,0.6689
8,4,13,200,150,0,5,21,21.16,0.828,1.19,-26.18,0.808,48.4,956,0.6689
7,2,13,250,150,100,10,20,21.66,0.863,1.263,-27.94,0.775,50.5,842,0.6686
7,4,23,200,200,0,5,30,21.12,0.774,1.082,-24.47,0.863,45.1,668,0.6686
15,3,18,100,200,0,5,33,20.86,0.815,1.105,-25.43,0.82,46.2,3166,0.6686
12,2,13,150,200,100,5,25,20.57,0.829,1.137,-25.53,0.806,46.2,1525,0.6682
12,3,23,250,200,50,5,35,22.52,0.896,1.229,-30.2,0.746,44.0,1145,0.6679
12,4,23,250,150,50,10,35,21.12,0.865,1.262,-27.36,0.772,50.5,1459,0.6673
7,4,18,200,150,100,10,25,22.1,0.874,1.303,-28.96,0.763,49.5,836,0.667
8,3,18,250,150,100,10,26,20.43,0.822,1.205,-25.18,0.811,50.5,958,0.6668
8,3,18,200,200,0,5,26,21.76,0.815,1.143,-26.65,0.817,42.9,796,0.6659
15,4,13,250,200,100,5,28,20.15,0.831,1.134,-25.14,0.802,45.1,1508,0.6658
15,4,18,200,150,0,10,33,20.46,0.819,1.19,-25.18,0.813,48.4,1818,0.6654
7,2,23,100,200,0,5,30,22.8,0.84,1.181,-28.8,0.792,45.1,1242,0.6653
15,3,23,250,150,50,10,38,19.73,0.791,1.142,-23.46,0.841,47.3,1914,0.6653
8,2,18,250,200,0,5,26,20.8,0.77,1.065,-24.09,0.863,44.0,807,0.6652
7,4,23,150,200,0,5,30,21.35,0.785,1.101,-25.21,0.847,44.0,740,0.6645
15,3,18,250,200,50,5,33,20.89,0.833,1.115,-26.2,0.797,45.1,1487,0.664
15,3,18,150,150,50,10,33,19.81,0.8,1.147,-23.89,0.829,48.4,2175,0.6636
8,4,18,150,200,0,5,26,21.06,0.777,1.087,-24.65,0.854,44.0,885,0.6635
8,3,18,100,150,100,10,26,22.07,0.889,1.31,-29.58,0.746,52.7,1482,0.6628
8,3,23,100,150,100,10,31,22.07,0.889,1.31,-29.58,0.746,52.7,1482,0.6628
10,3,8,250,150,50,10,18,21.37,0.851,1.234,-27.42,0.779,50.5,1250,0.6627
12,4,18,100,200,100,5,30,20.97,0.852,1.173,-26.98,0.777,45.1,2403,0.6626
15,3,18,150,150,0,10,33,20.55,0.835,1.216,-25.9,0.793,48.4,2117,0.6622
15,4,23,150,150,0,10,38,20.67,0.828,1.205,-25.89,0.798,49.5,2105,0.6611
7,3,18,100,150,100,5,25,21.76,0.853,1.265,-28.08,0.775,48.4,1292,0.6608
7,3,23,100,150,100,5,30,21.76,0.853,1.265,-28.08,0.775,48.4,1292,0.6608
7,4,13,100,150,100,5,20,21.51,0.837,1.24,-27.26,0.789,47.3,1289,0.6604
8,2,13,150,200,0,5,21,21.56,0.812,1.129,-26.51,0.813,42.9,937,0.6602
15,4,23,150,200,50,5,38,20.48,0.821,1.099,-25.47,0.804,45.1,1781,0.6598
7,4,8,100,150,50,5,15,21.19,0.825,1.194,-26.51,0.799,49.5,1294,0.6595
10,4,8,250,150,0,5,18,20.88,0.826,1.177,-26.16,0.798,47.3,1235,0.6592
8,4,8,250,200,100,5,16,21.92,0.849,1.184,-28.23,0.777,42.9,853,0.6591
15,4,18,200,200,50,5,33,20.42,0.817,1.1,-25.33,0.806,45.1,1451,0.6587
15,4,23,200,150,0,10,38,20.85,0.838,1.22,-26.52,0.786,50.5,1821,0.6585
7,4,18,150,150,100,10,25,21.97,0.866,1.286,-28.91,0.76,48.4,922,0.6581
10,4,18,100,150,0,5,28,21.04,0.83,1.19,-26.56,0.792,50.5,1801,0.6573
10,2,13,200,150,100,10,23,20.52,0.833,1.215,-26.02,0.789,47.3,1274,0.6572
7,2,13,100,200,100,5,20,21.9,0.82,1.155,-27.36,0.801,47.3,1326,0.6568
7,4,23,150,150,100,10,30,21.96,0.865,1.286,-28.94,0.759,48.4,919,0.6568
8,3,23,100,150,50,5,31,22.12,0.881,1.279,-29.67,0.746,50.5,1463,0.6568
8,3,18,100,150,50,5,26,22.1,0.878,1.272,-29.55,0.748,50.5,1472,0.6566
15,3,13,200,150,50,10,28,19.33,0.773,1.108,-22.8,0.848,46.2,1996,0.6555
12,2,18,100,200,50,5,30,21.34,0.836,1.125,-27.24,0.784,46.2,2478,0.6554
12,4,8,150,150,50,10,20,21.22,0.855,1.24,-27.7,0.766,50.5,1790,0.6553
8,4,18,200,150,50,5,26,21.47,0.853,1.222,-27.94,0.769,50.5,942,0.6552
12,4,23,200,150,100,10,35,20.2,0.827,1.22,-25.52,0.791,47.3,1519,0.6546
8,3,8,150,150,50,5,16,22.27,0.885,1.278,-30.15,0.739,49.5,1055,0.6539
10,3,18,250,150,50,10,28,21.47,0.863,1.269,-28.34,0.757,50.5,1184,0.6535
12,4,23,150,200,50,5,35,20.81,0.813,1.114,-25.9,0.803,46.2,1433,0.6535
12,4,8,200,200,50,5,20,21.21,0.821,1.107,-26.66,0.795,46.2,1283,0.6529
10,3,23,150,200,50,5,33,21.86,0.831,1.139,-27.86,0.785,47.3,1105,0.6526
8,3,8,250,150,50,5,16,22.24,0.891,1.274,-30.38,0.732,49.5,981,0.6525
15,3,13,150,200,100,5,28,19.06,0.772,1.05,-22.56,0.845,45.1,1921,0.6523
10,3,18,200,150,50,10,28,21.34,0.855,1.265,-28.0,0.762,50.5,1183,0.6516
10,3,23,250,200,100,5,33,21.14,0.853,1.195,-27.7,0.763,44.0,969,0.6515
12,4,23,100,200,100,5,35,20.9,0.85,1.17,-27.25,0.767,45.1,2384,0.6515
8,2,23,150,150,50,10,31,20.97,0.823,1.213,-26.51,0.791,52.7,1045,0.6514
12,4,8,200,150,100,10,20,20.23,0.827,1.225,-25.7,0.787,47.3,1570,0.6513
12,2,8,150,200,100,5,20,20.17,0.81,1.11,-25.09,0.804,45.1,1779,0.6512
10,4,13,150,200,100,5,23,20.88,0.839,1.164,-26.92,0.776,45.1,1150,0.6509
15,4,13,250,200,50,5,28,20.66,0.828,1.111,-26.3,0.786,46.2,1447,0.6506
8,2,8,150,200,50,5,16,21.25,0.795,1.078,-25.98,0.818,44.0,990,0.6501
10,3,13,200,150,50,10,23,21.79,0.867,1.27,-29.06,0.75,50.5,1199,0.6498
10,2,8,100,200,0,5,18,22.05,0.842,1.133,-28.58,0.772,48.4,2090,0.6494
8,2,13,200,200,0,5,21,21.31,0.795,1.101,-26.1,0.816,41.8,838,0.6491
10,4,23,250,150,100,10,33,20.95,0.854,1.255,-27.57,0.76,49.5,1201,0.6487
15,3,8,150,200,100,5,23,19.28,0.782,1.061,-23.23,0.83,46.2,2097,0.6486
12,3,23,100,200,100,5,35,20.55,0.829,1.139,-26.26,0.782,44.0,2400,0.6485
15,4,23,250,200,50,5,38,20.37,0.819,1.102,-25.73,0.791,45.1,1415,0.6485
8,4,13,150,150,0,5,21,20.69,0.804,1.163,-25.65,0.807,46.2,1020,0.6483
7,2,23,250,150,100,10,30,21.79,0.867,1.27,-29.18,0.747,50.5,840,0.6476
10,4,8,150,150,50,10,18,21.74,0.863,1.261,-28.99,0.75,51.6,1392,0.6474
12,4,23,150,200,0,5,35,20.95,0.797,1.08,-25.8,0.812,47.3,1429,0.6471
7,4,8,250,150,100,10,15,21.34,0.847,1.249,-27.97,0.763,49.5,848,0.6463
10,3,8,250,200,100,5,18,21.12,0.844,1.165,-27.57,0.766,44.0,1061,0.6463
8,2,18,150,200,100,5,26,21.29,0.831,1.165,-27.39,0.777,42.9,922,0.6462
8,3,23,150,200,0,5,31,21.08,0.779,1.092,-25.42,0.829,44.0,878,0.646
7,2,23,150,150,50,10,30,20.49,0.796,1.164,-25.26,0.811,52.7,873,0.6459
10,4,8,200,150,50,10,18,21.35,0.846,1.227,-27.97,0.763,50.5,1219,0.6458
7,3,18,150,200,0,5,25,21.38,0.79,1.113,-26.14,0.818,44.0,742,0.6457
12,3,13,250,200,50,5,25,22.54,0.888,1.213,-31.0,0.727,45.1,1187,0.6455
8,2,18,150,150,50,10,26,21.15,0.833,1.227,-27.3,0.775,52.7,1050,0.6454
15,3,13,250,200,100,5,28,18.99,0.767,1.047,-22.56,0.842,45.1,1569,0.6454
15,4,13,150,200,50,5,28,20.74,0.829,1.112,-26.63,0.779,45.1,1839,0.6454
15,4,23,200,200,50,5,38,20.27,0.811,1.093,-25.47,0.796,46.2,1451,0.6452
7,3,13,250,200,0,5,20,21.63,0.799,1.116,-26.78,0.808,44.0,683,0.6451
12,4,18,200,150,100,10,30,20.17,0.826,1.219,-25.83,0.781,48.4,1508,0.6449
12,2,13,100,200,50,5,25,21.01,0.822,1.101,-26.79,0.784,46.2,2529,0.6447
7,2,8,250,200,100,0,15,18.21,0.689,0.974,-19.48,0.935,41.8,723,0.6445
12,3,13,150,200,50,5,25,21.94,0.856,1.164,-29.14,0.753,45.1,1463,0.6444
7,3,13,200,200,0,5,20,21.36,0.783,1.096,-26.0,0.822,44.0,689,0.6438
15,4,23,100,200,0,5,38,21.21,0.834,1.122,-27.49,0.772,45.1,3021,0.6438
15,3,23,250,200,50,5,38,20.57,0.822,1.102,-26.27,0.783,45.1,1473,0.6436
10,4,23,200,150,0,5,33,20.13,0.78,1.135,-24.41,0.824,50.5,1158,0.6434
15,4,23,150,150,50,10,38,20.23,0.823,1.187,-25.88,0.782,50.5,2146,0.6433
15,4,13,200,150,50,10,28,19.99,0.81,1.168,-25.19,0.794,49.5,1914,0.6429
8,2,8,150,200,0,5,16,21.47,0.811,1.131,-27.1,0.792,42.9,982,0.6425
12,3,18,100,200,100,5,30,20.4,0.821,1.129,-26.07,0.783,44.0,2415,0.6424
12,4,8,150,200,50,5,20,20.75,0.798,1.08,-25.77,0.805,47.3,1533,0.6424
8,3,8,200,150,50,5,16,22.26,0.888,1.271,-30.78,0.723,50.5,962,0.6421
12,3,13,250,150,0,10,25,21.24,0.848,1.231,-28.06,0.757,50.5,1494,0.642
10,2,23,100,200,100,5,33,20.91,0.834,1.149,-27.17,0.769,45.1,1957,0.6416
15,4,18,150,150,50,10,33,20.12,0.818,1.179,-25.67,0.784,49.5,2137,0.6415
8,4,8,200,200,100,5,16,21.4,0.822,1.151,-27.42,0.781,41.8,873,0.6414
7,4,18,150,200,100,0,25,18.56,0.711,0.984,-20.56,0.902,39.6,763,0.6413
10,4,8,150,150,0,5,18,20.88,0.822,1.172,-26.76,0.78,48.4,1342,0.6413
12,4,13,200,200,0,5,25,21.24,0.806,1.091,-26.71,0.795,46.2,1272,0.6412
10,3,13,200,200,50,5,23,22.19,0.843,1.154,-29.19,0.76,48.4,1019,0.6408
12,4,23,150,150,100,10,35,20.06,0.819,1.201,-25.65,0.782,48.4,1710,0.6402
15,3,23,250,200,100,5,38,19.06,0.771,1.053,-22.96,0.83,45.1,1524,0.6397
15,4,18,100,200,0,5,33,20.94,0.817,1.101,-26.75,0.783,45.1,3120,0.6397
15,4,18,250,200,50,5,33,20.3,0.812,1.092,-25.76,0.788,45.1,1420,0.6397
10,4,18,250,150,100,10,28,20.86,0.85,1.249,-27.73,0.752,49.5,1202,0.6394
7,4,8,100,150,0,5,15,20.55,0.79,1.151,-25.42,0.808,46.2,1279,0.6391
8,2,18,200,150,50,10,26,21.06,0.835,1.222,-27.52,0.765,52.7,975,0.6391
15,4,8,250,200,50,5,23,20.67,0.818,1.095,-26.47,0.781,46.2,1588,0.6391
8,4,13,200,150,50,5,21,21.46,0.847,1.213,-28.44,0.755,48.4,957,0.639
10,2,8,250,150,0,10,18,20.14,0.787,1.128,-24.8,0.812,49.5,1432,0.639
7,4,18,150,200,0,5,25,21.37,0.788,1.109,-26.39,0.81,44.0,744,0.6385
8,2,23,150,200,100,5,31,21.16,0.826,1.158,-27.39,0.772,42.9,921,0.6379
10,4,23,200,200,100,5,33,20.48,0.824,1.146,-26.47,0.774,42.9,992,0.6377
7,3,23,100,200,100,0,30,18.57,0.71,0.979,-20.71,0.897,44.0,1247,0.637
15,3,13,100,150,100,5,28,19.0,0.801,1.15,-23.94,0.794,49.5,3294,0.6361
10,3,13,150,150,100,10,23,21.15,0.864,1.277,-28.76,0.736,47.3,1347,0.6358
10,3,13,250,200,50,5,23,22.02,0.835,1.145,-28.94,0.761,47.3,1003,0.6357
7,3,18,100,200,100,0,25,18.55,0.709,0.978,-20.71,0.896,44.0,1248,0.635
8,3,13,100,150,50,5,21,21.83,0.857,1.243,-29.46,0.741,50.5,1498,0.635
8,4,13,250,150,0,5,21,20.77,0.81,1.164,-26.51,0.783,48.4,945,0.6346
7,3,8,250,200,100,0,15,18.28,0.696,0.98,-20.08,0.91,40.7,720,0.6338
8,4,23,150,200,0,5,31,20.79,0.765,1.07,-25.1,0.828,45.1,876,0.6337
10,4,23,250,200,100,5,33,20.46,0.821,1.14,-26.52,0.772,44.0,968,0.6337
12,4,13,150,200,50,5,25,21.21,0.821,1.113,-27.49,0.772,46.2,1525,0.6333
8,4,13,250,150,50,5,21,21.4,0.849,1.212,-28.69,0.746,50.5,966,0.6331
7,2,23,250,200,50,5,30,20.59,0.759,1.027,-24.69,0.834,44.0,683,0.6329
8,4,13,150,200,100,5,21,21.11,0.817,1.149,-27.28,0.774,44.0,935,0.6322
15,3,23,100,150,100,5,38,19.21,0.811,1.163,-24.65,0.779,50.5,3228,0.6322
8,3,13,150,200,100,5,21,21.65,0.84,1.185,-28.78,0.752,44.0,924,0.6315
10,3,23,250,200,50,5,33,21.78,0.826,1.135,-28.5,0.764,48.4,977,0.6312
12,4,13,200,200,50,5,25,21.26,0.824,1.125,-27.79,0.765,46.2,1244,0.6308
7,4,13,150,200,0,5,20,21.4,0.785,1.102,-26.62,0.804,44.0,755,0.6307
8,3,13,250,150,0,5,21,20.97,0.821,1.176,-27.31,0.768,47.3,959,0.6303
15,2,23,250,150,50,10,38,19.15,0.766,1.088,-23.27,0.823,46.2,2117,0.6303
15,2,13,100,200,0,5,28,20.28,0.789,1.064,-25.39,0.799,45.1,3828,0.6302
15,4,8,200,200,50,5,23,20.21,0.795,1.067,-25.51,0.792,46.2,1623,0.6299
15,4,13,150,150,50,10,28,20.14,0.817,1.176,-26.12,0.771,49.5,2181,0.6299
10,3,18,100,150,0,5,28,21.39,0.847,1.209,-28.78,0.743,50.5,1850,0.6296
7,2,18,200,150,50,10,25,20.6,0.803,1.168,-26.28,0.784,51.6,810,0.6295
15,3,18,100,150,100,5,33,19.23,0.812,1.168,-24.83,0.774,49.5,3244,0.6289
10,2,18,100,200,50,5,28,21.79,0.831,1.127,-28.82,0.756,46.2,1903,0.6286
12,2,13,250,150,0,10,25,19.54,0.761,1.097,-23.68,0.825,49.5,1639,0.6282
7,4,13,250,150,100,10,20,21.21,0.838,1.24,-28.3,0.749,50.5,838,0.6279
12,4,18,200,200,50,5,30,21.16,0.825,1.129,-27.81,0.761,46.2,1189,0.6278
8,2,13,250,150,50,10,21,20.99,0.825,1.208,-27.6,0.76,52.7,988,0.6277
10,3,23,150,200,100,5,33,20.67,0.829,1.157,-27.3,0.757,44.0,1134,0.6276
12,3,18,250,200,50,5,30,22.2,0.877,1.194,-31.03,0.715,44.0,1149,0.6274
7,3,18,150,200,100,0,25,18.41,0.704,0.979,-20.67,0.891,39.6,765,0.6271
12,4,13,150,150,100,10,25,20.16,0.822,1.204,-26.41,0.763,48.4,1734,0.6271
15,4,18,150,200,50,5,33,20.13,0.798,1.066,-25.63,0.785,45.1,1769,0.6265
7,4,23,100,200,100,0,30,18.49,0.706,0.971,-20.83,0.887,42.9,1276,0.6263
8,3,13,100,150,100,10,21,21.44,0.859,1.266,-29.42,0.729,52.7,1487,0.626
15,2,13,200,150,50,10,28,19.41,0.774,1.095,-24.02,0.808,49.5,2396,0.6256
8,3,23,250,200,0,5,31,21.34,0.792,1.096,-27.06,0.789,42.9,797,0.6249
15,3,18,250,200,100,5,33,18.87,0.76,1.04,-22.96,0.822,45.1,1527,0.6249
12,4,18,150,150,100,10,30,20.0,0.815,1.197,-26.08,0.767,48.4,1714,0.6247
10,3,23,100,150,0,5,33,21.23,0.842,1.204,-28.6,0.742,50.5,1829,0.6246
10,3,23,200,150,50,10,33,21.28,0.85,1.256,-28.98,0.734,50.5,1173,0.6243
12,2,18,200,150,100,10,30,19.19,0.785,1.125,-24.13,0.795,49.5,1672,0.6243
8,2,18,250,200,100,5,26,21.34,0.826,1.158,-28.24,0.756,44.0,791,0.6241
8,4,18,200,200,0,5,26,21.05,0.781,1.093,-26.33,0.799,44.0,785,0.6241
10,4,18,200,200,100,5,28,20.14,0.807,1.124,-26.08,0.772,41.8,1001,0.6235
8,2,13,100,150,100,10,21,21.03,0.836,1.226,-28.21,0.745,52.7,1520,0.6234
12,4,13,150,150,0,10,25,21.28,0.84,1.237,-28.67,0.742,50.5,1696,0.6234
15,4,8,150,200,50,5,23,20.46,0.808,1.083,-26.56,0.771,46.2,1974,0.6226
7,2,23,100,200,50,5,30,21.71,0.797,1.082,-27.84,0.78,46.2,1284,0.6219
7,2,18,250,150,100,10,25,21.13,0.84,1.23,-28.54,0.741,49.5,841,0.6218
10,4,13,100,150,0,5,23,20.32,0.796,1.132,-26.05,0.78,49.5,1887,0.6206
10,2,18,150,150,100,10,28,20.66,0.834,1.208,-27.79,0.743,49.5,1405,0.6202
15,2,23,200,200,100,5,38,18.58,0.752,1.016,-22.55,0.824,44.0,1745,0.6198
7,2,18,100,150,50,10,25,20.53,0.792,1.162,-26.23,0.783,53.8,1297,0.6197
15,4,8,150,150,50,10,23,20.12,0.814,1.171,-26.42,0.761,49.5,2336,0.6196
10,3,13,100,150,0,5,23,21.03,0.828,1.177,-28.12,0.748,49.5,1899,0.6193
12,3,8,150,200,50,5,20,21.76,0.844,1.141,-29.65,0.734,45.1,1548,0.6191
10,3,13,150,200,50,5,23,21.93,0.831,1.138,-29.42,0.745,46.2,1167,0.619
7,4,8,250,200,100,0,15,18.12,0.687,0.964,-20.11,0.901,41.8,724,0.6189
10,3,18,150,200,100,5,28,20.86,0.84,1.17,-28.32,0.737,44.0,1143,0.6187
10,4,13,200,150,50,10,23,21.31,0.844,1.236,-29.08,0.733,50.5,1183,0.6185
7,4,23,250,150,100,10,30,21.04,0.828,1.225,-28.18,0.747,51.6,833,0.6184
